Name,Phone Number,Category,Product,Customer Review (Score),Detailed Review (Product),Email,State,Address,Customer Review (Site),Most Bought,Most Searched,Churning Score
Kabir Mann,9.14805E+11,Clothing,Jacket,1.2,"The product is decent, but delivery took too long.",ishaanbadami@kashyap.biz,Arunachal Pradesh,"H.No. 696, Sathe Path
Etawah-695785",1,T-shirt,Saree,30
Vaibhav Thakkar,7967541924,Electronics,Headphones,1,"The product is decent, but delivery took too long.",dhruv85@yahoo.com,Assam,"H.No. 91
Baria Zila, Ajmer 436859",3.2,Smartwatch,Tablet,87
Mannat Shenoy,00931919747,Books,Educational,3.2,Average product. Expected better quality.,ivarty@yahoo.com,Odisha,"H.No. 969
Kant
Siwan-109342",1.7,Comics,Educational,64
Taimur Dayal,9.12602E+11,Home Appliances,Air Conditioner,4.1,Not as described. Disappointed with the quality.,mishakorpal@gmail.com,Tamil Nadu,"H.No. 267, Khare Chowk, Junagadh-131691",3,Washing Machine,Air Conditioner,87
Alisha Sarma,01712445517,Books,Fiction,2.5,Poor customer service. The product was damaged on arrival.,kdua@chandran-gupta.com,Madhya Pradesh,"H.No. 522
Chandra Circle, Kollam 650761",1.9,Fiction,Educational,33
Yashvi Gole,01517227630,Electronics,Tablet,1.8,Superb performance! Exceeded my expectations.,mkadakia@yahoo.com,West Bengal,"H.No. 13, Johal Chowk, Uluberia 378190",1.1,Smartwatch,Smartwatch,85
Shanaya Ahluwalia,4918131140,Beauty,Foundation,1.7,"Works well, but could be improved in durability.",vidursrinivas@gmail.com,Arunachal Pradesh,"H.No. 473, Mannan Circle, Guntur 433077",3,Lipstick,Lipstick,46
Yasmin Kashyap,07366188716,Home Appliances,Microwave,4.7,Superb performance! Exceeded my expectations.,lakshay69@gmail.com,Maharashtra,"H.No. 22, Chawla, Udaipur 100924",2.7,Refrigerator,Microwave,13
Kanav Dhar,8692805303,Sports,Badminton Racket,4.2,Poor customer service. The product was damaged on arrival.,hayerkiara@kurian.com,Rajasthan,"599, Rajagopalan Circle
Lucknow 999903",4.2,Badminton Racket,Yoga Mat,11
Hazel Bose,02134424529,Home Appliances,Air Conditioner,3,Average product. Expected better quality.,dubeybadal@yahoo.com,Jharkhand,"20, Rout
Madhyamgram 099290",2.2,Air Conditioner,Microwave,17
Kartik Gokhale,9.14631E+11,Beauty,Lipstick,4.9,"Works well, but could be improved in durability.",nehmat20@hotmail.com,Uttarakhand,"87
Deol Chowk, Phagwara 905918",3,Lipstick,Face Cream,52
Pari Savant,9.15609E+11,Home Appliances,Refrigerator,1.1,"Works well, but could be improved in durability.",ojasvasa@yahoo.com,Telangana,"15/66
Mannan, Dindigul 500941",4,Refrigerator,Washing Machine,46
Shayak Bath,1221438775,Beauty,Foundation,3.4,"Works well, but could be improved in durability.",saksham25@yahoo.com,Tripura,"H.No. 23
Viswanathan Zila
Mirzapur 370697",2.8,Face Cream,Foundation,7
Riaan Jha,6600450092,Electronics,Tablet,2,Amazing features at this price! Highly recommended.,ritvik34@gmail.com,Odisha,"300, Khalsa, Srinagar-206923",4.7,Headphones,Tablet,52
Adira Sarraf,6236363824,Sports,Yoga Mat,2,Poor customer service. The product was damaged on arrival.,kamdarvritika@gmail.com,Telangana,"H.No. 015
Gill Circle
Ambarnath 672678",3.5,Yoga Mat,Badminton Racket,91
Seher Sarma,00426723637,Clothing,Saree,3.1,"Works well, but could be improved in durability.",eva73@gmail.com,Odisha,"H.No. 10, Lata Nagar
Lucknow 081882",2.5,Saree,Saree,40
Indranil De,05979769746,Sports,Badminton Racket,2.5,Superb performance! Exceeded my expectations.,rashabrar@subramaniam-reddy.biz,Odisha,"H.No. 48, Lata Chowk
Loni-039143",4.9,Cricket Bat,Badminton Racket,52
Shlok Grover,07929902289,Sports,Badminton Racket,4.4,"The product is decent, but delivery took too long.",sibalmehul@gmail.com,Himachal Pradesh,"H.No. 984
Sule Chowk, Karimnagar-413876",1.8,Badminton Racket,Badminton Racket,48
Tanya Khare,7152296315,Home Appliances,Air Conditioner,4.7,Poor customer service. The product was damaged on arrival.,vritika47@reddy-babu.org,Mizoram,"90
Wali, Hapur 093883",4.1,Refrigerator,Washing Machine,81
Miraan Ramaswamy,07192056886,Sports,Badminton Racket,3.4,Loved it! Exactly what I was looking for.,jayesh93@dey.com,Andhra Pradesh,"65/020, Dugar Road
Bally-734569",1.4,Badminton Racket,Yoga Mat,19
Sara Barad,5461661530,Beauty,Perfume,1.3,"Works well, but could be improved in durability.",jayantlata@dada.info,Chhattisgarh,"H.No. 837, Loke Road
Mumbai 014946",4.9,Perfume,Lipstick,57
Siya Krishnan,06679618496,Beauty,Foundation,3,Poor customer service. The product was damaged on arrival.,psundaram@agarwal.com,Karnataka,"59/415
Kala Nagar, Meerut-894411",3.9,Perfume,Face Cream,3
Dharmajan Ravi,9.11967E+11,Books,Educational,4,Loved it! Exactly what I was looking for.,sethitaimur@chhabra.com,Telangana,"H.No. 47
Venkatesh Marg
Rajahmundry 190293",3.4,Fiction,Educational,14
Indranil Chaudry,07984329588,Clothing,T-shirt,4.5,Loved it! Exactly what I was looking for.,vsachdev@hotmail.com,Assam,"68
Rau Marg
Avadi 898896",2.3,T-shirt,Jeans,29
Devansh Kumar,08821324957,Home Appliances,Microwave,1.7,Excellent quality! Very satisfied with the purchase.,ayesha76@hotmail.com,Madhya Pradesh,"H.No. 757, Gopal Ganj, Pune 557957",4.4,Washing Machine,Refrigerator,66
Amani Varughese,06733747542,Electronics,Tablet,4.5,Superb performance! Exceeded my expectations.,wwarrior@hotmail.com,Andhra Pradesh,"13/400
Sen Marg
Bally 105422",4.8,Smartwatch,Headphones,13
Fateh Badami,9574942513,Clothing,Shoes,3.9,Not as described. Disappointed with the quality.,nkonda@sinha-ramesh.com,Andhra Pradesh,"307
Shetty Zila, Surat 800779",3.6,Jeans,Jeans,31
Nayantara Warrior,02489998211,Beauty,Face Cream,3.3,"Works well, but could be improved in durability.",sampathpari@hotmail.com,Jharkhand,"H.No. 44
Bail, Varanasi-909163",4,Face Cream,Perfume,95
Tiya Contractor,9.1354E+11,Sports,Football,4.5,Not as described. Disappointed with the quality.,ijhaveri@bahri.info,Sikkim,"80
Ramesh Nagar
Sikar 593866",4.5,Badminton Racket,Yoga Mat,99
Divij Biswas,07050203789,Clothing,T-shirt,4,Amazing features at this price! Highly recommended.,samapriyansh@thaker.com,Maharashtra,"61
Rastogi Chowk, Pimpri-Chinchwad-220183",3.2,Jacket,T-shirt,63
Kiara Bajwa,9.19423E+11,Sports,Yoga Mat,4.3,Excellent quality! Very satisfied with the purchase.,drishya10@yahoo.com,Sikkim,"H.No. 15, Dhaliwal Nagar, Saharanpur-518221",1.9,Football,Cricket Bat,13
Adira Kannan,1788700876,Electronics,Laptop,4.4,Excellent quality! Very satisfied with the purchase.,talwarnehmat@bhavsar-rattan.com,Nagaland,"71/86
Sule Circle
Durg-482795",4,Smartphone,Headphones,27
Raunak Vig,9840032480,Books,Comics,2.8,Excellent quality! Very satisfied with the purchase.,wkhare@iyengar.info,Uttarakhand,"H.No. 07
Yohannan Marg
Kadapa 184950",2,Comics,Non-fiction,21
Siya Chhabra,9.18172E+11,Clothing,T-shirt,4.3,Superb performance! Exceeded my expectations.,araj@hotmail.com,Jharkhand,"H.No. 87
Dayal Zila, Siwan-559820",2.8,Jacket,Jeans,50
Neysa Sarin,9.14992E+11,Sports,Yoga Mat,1.5,Superb performance! Exceeded my expectations.,contractorsiya@gmail.com,Punjab,"39, Baral Circle
Bilaspur-392891",2.4,Cricket Bat,Football,81
Bhavin Varghese,06886039821,Books,Fiction,1.9,Superb performance! Exceeded my expectations.,bsharaf@vohra-acharya.net,Nagaland,"H.No. 70, Mammen Path
Mumbai 568483",4,Fiction,Fiction,6
Amira Bumb,4203790820,Books,Educational,1.7,Great value for money. Will buy again.,hkaul@gmail.com,Andhra Pradesh,"80, Char Marg, Raipur 744555",3.1,Fiction,Educational,9
Shamik Contractor,9.16753E+11,Books,Comics,3,Not as described. Disappointed with the quality.,dkrishnamurthy@bandi-bhardwaj.com,Jharkhand,"H.No. 52
Dar Ganj
Haldia-565445",1.4,Comics,Educational,10
Aaina Roy,03478552083,Beauty,Face Cream,4.4,Not as described. Disappointed with the quality.,kaira88@singhal.com,West Bengal,"20/420
Gade Path, Kottayam 825515",2.9,Face Cream,Foundation,0
Yasmin Dugar,0270345449,Electronics,Headphones,1.3,Not as described. Disappointed with the quality.,bhattanya@soman.com,Sikkim,"H.No. 41
Raj Chowk, Kota-035825",2.5,Headphones,Laptop,86
Shamik Warrior,6477842781,Electronics,Smartwatch,3.2,Excellent quality! Very satisfied with the purchase.,bviswanathan@vyas.biz,Chhattisgarh,"44/37
Kashyap Street
Nagpur 560456",4.4,Smartphone,Headphones,4
Zoya Mahal,01086620412,Sports,Cricket Bat,1.5,Amazing features at this price! Highly recommended.,fateh09@gmail.com,Tripura,"084, Madan Ganj, Amritsar 961107",2.9,Cricket Bat,Yoga Mat,4
Nirvaan Kohli,7797262918,Home Appliances,Refrigerator,4.7,Excellent quality! Very satisfied with the purchase.,behlnishith@devan.net,Maharashtra,"631
Deshmukh Path
Sultan Pur Majra 535706",4.3,Microwave,Refrigerator,22
Darshit Goswami,07235035408,Electronics,Laptop,2.3,Average product. Expected better quality.,qiyengar@yahoo.com,Tamil Nadu,"H.No. 737
Goswami Road
Imphal 384420",2.5,Headphones,Smartwatch,13
Kimaya Bakshi,9.15276E+11,Home Appliances,Air Conditioner,4.4,Average product. Expected better quality.,aradhyasarkar@yahoo.com,Nagaland,"40, Dhaliwal Ganj
Jodhpur-055347",2.4,Refrigerator,Microwave,82
Miraya Khosla,9.15308E+11,Electronics,Tablet,4.6,Great value for money. Will buy again.,gthakur@ramaswamy.com,West Bengal,"88, Kothari Marg, Karnal 825630",1.1,Laptop,Laptop,58
Azad Chokshi,07809182630,Home Appliances,Air Conditioner,3.9,Loved it! Exactly what I was looking for.,jayant38@chaudhuri.org,Tamil Nadu,"H.No. 241, Bassi Road, Tumkur 422497",2.5,Washing Machine,Air Conditioner,41
Hiran Vala,6237470258,Books,Comics,4.8,Average product. Expected better quality.,dubeyaaryahi@halder.com,Mizoram,"H.No. 17, Boase
Singrauli-567960",2.9,Comics,Fiction,29
Saksham Chaudhari,4365241385,Clothing,Jeans,3.8,Excellent quality! Very satisfied with the purchase.,neysa35@agarwal.com,West Bengal,"25/44
Manda Zila
Sirsa 243822",2.5,T-shirt,Jeans,45
Vritika Sani,08379312471,Clothing,Shoes,3.6,Not as described. Disappointed with the quality.,randhawavidur@hotmail.com,Bihar,"24/38, Gulati Circle, Lucknow-931129",4.7,Jeans,Jeans,5
Shayak Karan,5448769564,Clothing,Jacket,4.1,Excellent quality! Very satisfied with the purchase.,anayshan@hotmail.com,Karnataka,"95/20, Warrior, Saharanpur 396964",2,Jeans,Jeans,18
Jivin Shetty,9.10678E+11,Sports,Football,3.7,Loved it! Exactly what I was looking for.,msen@hotmail.com,Maharashtra,"65/72
Master Road, Mirzapur 805827",1.9,Cricket Bat,Badminton Racket,74
Fateh Chowdhury,02081978054,Beauty,Foundation,1.8,Average product. Expected better quality.,zoyadugar@sarin-gour.org,Telangana,"H.No. 08
Lad Nagar, Udaipur-320105",1.4,Perfume,Foundation,80
Zeeshan Sahni,03206310659,Clothing,Saree,3.5,Not as described. Disappointed with the quality.,wsuresh@hotmail.com,Bihar,"H.No. 81
Deshpande Road, Chapra 020480",2.1,Jacket,T-shirt,1
Trisha Mallick,04774013910,Sports,Badminton Racket,1.1,Loved it! Exactly what I was looking for.,gchoudhry@sandhu.com,Haryana,"95
Krishnan Road, Madhyamgram-821591",4.3,Yoga Mat,Badminton Racket,73
Diya Rajagopalan,4389015333,Beauty,Foundation,2.6,Loved it! Exactly what I was looking for.,hanshsarma@yahoo.com,Tamil Nadu,"44/91
Ramakrishnan Circle, Nagpur 468768",2.7,Face Cream,Foundation,31
Keya Vala,00668870487,Sports,Yoga Mat,3.4,Not as described. Disappointed with the quality.,varughesesaksham@manda.info,Uttarakhand,"675
Gade Circle, Ahmedabad-260249",1.4,Cricket Bat,Badminton Racket,28
Rania Sundaram,03140332134,Home Appliances,Microwave,5,"The product is decent, but delivery took too long.",xahuja@babu.com,Andhra Pradesh,"67
Dhillon Chowk
Pondicherry 324588",3.3,Microwave,Washing Machine,86
Ehsaan Bajwa,8140408641,Electronics,Headphones,2.8,Great value for money. Will buy again.,priyansh10@gmail.com,Himachal Pradesh,"00
Grover Chowk
Hospet-718952",2.7,Smartphone,Smartwatch,4
Sana Ravel,07555000470,Beauty,Perfume,3.8,Poor customer service. The product was damaged on arrival.,indrans07@lal.info,Andhra Pradesh,"20/47
Wagle Road, Kirari Suleman Nagar-707520",2.5,Foundation,Perfume,22
Ishaan Aurora,4939984516,Home Appliances,Microwave,1.2,"The product is decent, but delivery took too long.",divit41@lal.net,Tamil Nadu,"333, Sangha Path
Nagpur 836762",2.6,Microwave,Washing Machine,10
Vidur Thakur,04098538274,Beauty,Perfume,3.5,Poor customer service. The product was damaged on arrival.,anayaraj@hotmail.com,Karnataka,"54/718
Krishnamurthy Chowk
Kishanganj-566104",3,Lipstick,Foundation,92
Riya Kant,02076241911,Books,Fiction,1.1,Poor customer service. The product was damaged on arrival.,doshiaradhya@shukla-bhandari.biz,Nagaland,"51/69
Chand, Kottayam 571830",3.8,Fiction,Non-fiction,99
Aaryahi Chopra,9.17262E+11,Books,Non-fiction,4.3,Excellent quality! Very satisfied with the purchase.,bhaminibhalla@hotmail.com,Rajasthan,"H.No. 67
Sen Street
Kurnool-054459",3.8,Educational,Comics,61
Shray Shere,07821115303,Books,Comics,4.2,Poor customer service. The product was damaged on arrival.,nratti@salvi-ganesh.org,Manipur,"12, Karpe Road
Coimbatore-596913",2.1,Non-fiction,Fiction,100
Sara Dhaliwal,9.16741E+11,Beauty,Lipstick,4.9,Superb performance! Exceeded my expectations.,devanshsubramanian@mangat.org,Tripura,"H.No. 82
Sami Path
Hajipur 102335",2.7,Perfume,Perfume,41
Ryan Joshi,00462714357,Sports,Cricket Bat,1.8,Poor customer service. The product was damaged on arrival.,roymishti@khanna.net,Punjab,"07, Singhal Road, Sirsa-373132",4.9,Cricket Bat,Badminton Racket,55
Mahika Kala,9.12485E+11,Beauty,Face Cream,1.1,Superb performance! Exceeded my expectations.,cchana@yahoo.com,Himachal Pradesh,"23/368
Gala Ganj, Rewa-055749",1.5,Lipstick,Face Cream,24
Saira Mane,02429068566,Beauty,Face Cream,2.8,Excellent quality! Very satisfied with the purchase.,anahitagarg@yahoo.com,Sikkim,"H.No. 22, Krishnan Road, Yamunanagar-367411",1.5,Lipstick,Foundation,91
Kaira Viswanathan,08075010663,Beauty,Face Cream,3.2,Superb performance! Exceeded my expectations.,kmalhotra@hotmail.com,Uttarakhand,"932, Chopra Nagar, Medininagar-851437",3.3,Lipstick,Lipstick,81
Ojas Zachariah,9.14166E+11,Books,Non-fiction,1.4,"Works well, but could be improved in durability.",azad83@yahoo.com,Meghalaya,"H.No. 83, Karpe Nagar, Bhavnagar-244479",1.1,Educational,Fiction,30
Shayak Tripathi,03181904416,Sports,Badminton Racket,3.5,Average product. Expected better quality.,mandaalisha@balay.net,Telangana,"11
Malhotra Marg, Dhanbad 403541",1.4,Yoga Mat,Football,72
Aaina Raman,9.17935E+11,Books,Fiction,4.6,"Works well, but could be improved in durability.",bumbstuvan@yahoo.com,Rajasthan,"H.No. 238
Aurora
Erode 355787",1.6,Educational,Educational,29
Arnav Chacko,07629536420,Beauty,Foundation,4.5,Loved it! Exactly what I was looking for.,kanavbanerjee@sarraf.net,Gujarat,"H.No. 10
Chauhan Marg
Kanpur 035675",2,Perfume,Lipstick,99
Fateh Bandi,9.16639E+11,Books,Non-fiction,1.9,"The product is decent, but delivery took too long.",bhargavavanya@sangha.info,Telangana,"49/86, Taneja Zila
Kumbakonam-346794",3.5,Educational,Educational,31
Yasmin Arya,08266208425,Clothing,Saree,3,Loved it! Exactly what I was looking for.,nishith12@yahoo.com,Sikkim,"31/08
Vasa Street
Udaipur 636143",1.1,T-shirt,Jacket,41
Inaaya  Madan,8391381969,Electronics,Tablet,3.5,Loved it! Exactly what I was looking for.,somvihaan@jhaveri.com,Karnataka,"94
Shere Nagar, Nashik 679311",3.8,Smartphone,Tablet,70
Damini Shroff,07585274448,Home Appliances,Air Conditioner,4.6,Average product. Expected better quality.,abramtrivedi@kapadia-subramaniam.com,Manipur,"75/88, Bumb Marg, Sangli-Miraj & Kupwad-374626",5,Washing Machine,Air Conditioner,83
Abram Jaggi,4545549734,Beauty,Perfume,4.3,Amazing features at this price! Highly recommended.,cbhasin@suresh.com,Chhattisgarh,"49, Sachar Street, Tumkur-390999",1.7,Face Cream,Perfume,90
Yuvaan Johal,08624782012,Home Appliances,Refrigerator,4.9,Amazing features at this price! Highly recommended.,kaira40@zacharia.com,Gujarat,"H.No. 656, Aurora Zila, Jamshedpur 311508",1.3,Washing Machine,Microwave,67
Nakul Chokshi,9.11366E+11,Clothing,Saree,1.2,Great value for money. Will buy again.,aarna30@yahoo.com,Arunachal Pradesh,"758
Ramachandran Ganj, Tadepalligudem 399805",4.1,Shoes,Saree,60
Shamik Koshy,05007713661,Electronics,Smartwatch,1.8,"Works well, but could be improved in durability.",anaya10@hotmail.com,Andhra Pradesh,"51/40
Sodhi Circle
Rajahmundry-093866",3.9,Laptop,Tablet,8
Rohan Chanda,9.19807E+11,Beauty,Foundation,2.4,"The product is decent, but delivery took too long.",vmangal@chauhan.net,Punjab,"H.No. 919
Barad Path
Jalna 434140",1.7,Lipstick,Face Cream,32
Divit Kumer,0240254338,Books,Non-fiction,3.2,Great value for money. Will buy again.,jhanvidani@dhingra.com,Goa,"67/666, Ramesh Marg, Bathinda 958962",2.4,Comics,Non-fiction,10
Umang Deol,9.11052E+11,Books,Educational,1.7,Amazing features at this price! Highly recommended.,aradhyacheema@hotmail.com,Tripura,"H.No. 33
Ratti Marg
Thiruvananthapuram-427318",1.3,Fiction,Non-fiction,3
Shlok Gour,08162807581,Sports,Cricket Bat,2.2,Not as described. Disappointed with the quality.,rbaral@hotmail.com,Himachal Pradesh,"27
Khurana Path, Jodhpur-998389",1.5,Yoga Mat,Badminton Racket,32
Seher Bhagat,1513505240,Beauty,Face Cream,2.2,Average product. Expected better quality.,madhavbora@chaudhari.info,Mizoram,"H.No. 78
De Path, Rampur 567651",2.9,Lipstick,Foundation,84
Trisha Chawla,9.16424E+11,Books,Educational,1.8,"The product is decent, but delivery took too long.",babuindrajit@gmail.com,Bihar,"36, Sane Circle
Machilipatnam 356903",1.1,Comics,Fiction,75
Trisha Zacharia,9.12658E+11,Books,Comics,4.6,Not as described. Disappointed with the quality.,hdeshpande@rattan-dalia.info,Meghalaya,"26, Yohannan Ganj
Noida 795983",2.2,Non-fiction,Comics,35
Jiya Sarin,9.13063E+11,Home Appliances,Air Conditioner,3.5,Average product. Expected better quality.,hsood@hotmail.com,Goa,"H.No. 90
Singh Zila, Chandrapur 196078",2.6,Refrigerator,Washing Machine,56
Krish Saxena,9.1809E+11,Sports,Football,4.9,Excellent quality! Very satisfied with the purchase.,dharmajankhosla@kothari.com,Gujarat,"H.No. 137, Kalita Zila, Bareilly-773650",3,Badminton Racket,Football,55
Rasha Chad,6755808695,Clothing,T-shirt,1.2,Not as described. Disappointed with the quality.,gsani@yahoo.com,Bihar,"29/71
Barman Road
Bellary 644102",2.8,Jeans,Shoes,12
Samar Wadhwa,4311952001,Clothing,Shoes,3,Poor customer service. The product was damaged on arrival.,bhardwajanahi@yahoo.com,Manipur,"H.No. 14
Malhotra Nagar
South Dumdum 964765",4.3,Jeans,Jacket,98
Prisha Gokhale,09590508776,Sports,Yoga Mat,4,"The product is decent, but delivery took too long.",zeeshansethi@bahri.com,Telangana,"52/939
Soni Chowk
Serampore 940410",4.3,Football,Yoga Mat,4
Jiya Chahal,5402907798,Beauty,Lipstick,3.4,Excellent quality! Very satisfied with the purchase.,senhiran@hotmail.com,Meghalaya,"H.No. 56
Sarin Ganj, Akola-398089",2.2,Perfume,Face Cream,76
Rohan Bhargava,5938596254,Beauty,Perfume,4.5,Loved it! Exactly what I was looking for.,lavanya61@barman-lala.biz,Goa,"81/17
Saran Ganj
Rourkela 049121",2.6,Lipstick,Perfume,37
Saksham Subramaniam,9.19286E+11,Sports,Yoga Mat,1.3,Excellent quality! Very satisfied with the purchase.,balmohanlal@yahoo.com,Kerala,"539, Lalla Street, Thrissur 772462",2.9,Badminton Racket,Yoga Mat,57
Neysa Randhawa,3889994442,Home Appliances,Washing Machine,2.1,"Works well, but could be improved in durability.",gerahrishita@hayre-venkataraman.info,Rajasthan,"05
Jayaraman Chowk, Vasai-Virar 976221",2,Washing Machine,Refrigerator,44
Pihu Salvi,05468823044,Electronics,Headphones,1.3,Excellent quality! Very satisfied with the purchase.,rattiindrans@suri-karpe.com,Karnataka,"H.No. 25, Gupta Path
Pondicherry 937743",4.5,Smartphone,Headphones,100
Hridaan Srinivas,9.19883E+11,Beauty,Foundation,2.8,"Works well, but could be improved in durability.",aayushlata@dube.com,Manipur,"18/97
Sant Path, Nashik 056048",1.9,Foundation,Perfume,10
Rasha Sathe,05438294437,Sports,Football,4.9,"The product is decent, but delivery took too long.",rdesai@gmail.com,Gujarat,"94/19, Sami Marg
Sonipat-638281",2.3,Yoga Mat,Cricket Bat,51
Tushar Tak,00670313284,Clothing,Saree,2.2,Poor customer service. The product was damaged on arrival.,tdhillon@yahoo.com,Andhra Pradesh,"95/78, Banerjee Street, Orai 912489",3.7,Shoes,Saree,17
Diya Chakraborty,03301790418,Home Appliances,Air Conditioner,3,Great value for money. Will buy again.,uguha@gmail.com,Bihar,"29/864
Chacko Chowk
Raebareli 976369",4,Microwave,Refrigerator,84
Kashvi Gill,9.13953E+11,Clothing,Jacket,3.4,"Works well, but could be improved in durability.",kairasem@sankaran-sundaram.biz,Assam,"H.No. 89
Kashyap Ganj, Pune-346235",3,Jeans,T-shirt,78
Uthkarsh Lala,05295842949,Sports,Football,3.1,"Works well, but could be improved in durability.",brastogi@sant.info,Jharkhand,"22, Sant Ganj, Satara-748790",4.3,Football,Badminton Racket,20
Kavya Subramaniam,2437748029,Sports,Yoga Mat,4.1,Excellent quality! Very satisfied with the purchase.,dixithiran@sawhney-datta.com,Haryana,"H.No. 829, Lala Chowk, Udaipur-378758",4,Yoga Mat,Cricket Bat,94
Shamik Dasgupta,2770560738,Beauty,Face Cream,1.9,Not as described. Disappointed with the quality.,tanyaramesh@yahoo.com,Mizoram,"49/15, Magar Road, Karawal Nagar-084974",2.9,Perfume,Foundation,89
Devansh Ramesh,00898870937,Home Appliances,Refrigerator,4.4,"The product is decent, but delivery took too long.",dharmajanshah@hotmail.com,Andhra Pradesh,"05/38
Baral, Rajpur Sonarpur 020508",1.6,Air Conditioner,Refrigerator,94
Hazel Dave,06939971822,Books,Comics,1.4,Great value for money. Will buy again.,keyabora@baria-dewan.com,Himachal Pradesh,"H.No. 50, Dugar
Bhubaneswar-052611",2.4,Educational,Comics,94
Hunar Chahal,9.1486E+11,Beauty,Perfume,3.1,"The product is decent, but delivery took too long.",lallbhamini@chauhan.org,Tamil Nadu,"H.No. 219
Date Circle, Patna-460091",3.3,Lipstick,Lipstick,73
Rhea Mani,6035361296,Beauty,Perfume,1.4,Great value for money. Will buy again.,shenoyuthkarsh@yahoo.com,Arunachal Pradesh,"500, Bali Street, Jaunpur 480486",2.9,Face Cream,Lipstick,34
Aarush Goda,07933718618,Clothing,Saree,3.3,Loved it! Exactly what I was looking for.,balaoorja@yahoo.com,Nagaland,"917, Dora Road
Vadodara-113821",2.8,Jacket,Jacket,5
Uthkarsh Rout,9.16663E+11,Home Appliances,Microwave,1.9,Not as described. Disappointed with the quality.,chandkavya@gmail.com,Meghalaya,"13
Bhargava Ganj
Mysore 589102",1.3,Microwave,Washing Machine,55
Inaaya  Rege,05015090282,Electronics,Smartphone,2.1,Amazing features at this price! Highly recommended.,chaudharyemir@hotmail.com,Assam,"566, Chowdhury Zila, Gangtok-604589",1.2,Laptop,Headphones,27
Misha Goel,04413568054,Electronics,Headphones,4.4,Great value for money. Will buy again.,raniabhatia@yahoo.com,West Bengal,"H.No. 033, Kothari Zila, Kolhapur 437907",1,Laptop,Tablet,45
Damini Kibe,06326824595,Books,Fiction,1.8,Average product. Expected better quality.,zain32@hotmail.com,Nagaland,"97/324
Saha Marg
Bettiah 564647",2.2,Educational,Non-fiction,39
Lagan Dasgupta,00477851103,Electronics,Laptop,2.7,"The product is decent, but delivery took too long.",swarrior@verma.com,Uttar Pradesh,"15
Deshmukh Street
Kulti 218954",1.1,Headphones,Tablet,26
Piya Gala,8093595737,Clothing,Jacket,4,Amazing features at this price! Highly recommended.,zaina36@hotmail.com,Karnataka,"48
Wali Path
Kota 726834",2.6,T-shirt,Jeans,26
Kartik Hayre,00508319855,Home Appliances,Refrigerator,2.8,"The product is decent, but delivery took too long.",pranaysoman@loke-gour.com,Karnataka,"H.No. 89
D’Alia
New Delhi 056511",3.1,Washing Machine,Air Conditioner,63
Samarth Ramachandran,8095615342,Sports,Cricket Bat,1.8,Poor customer service. The product was damaged on arrival.,manjariarya@hotmail.com,West Bengal,"868, Sahni Zila, Jehanabad-194767",4.6,Badminton Racket,Badminton Racket,26
Jiya Sagar,03009865008,Home Appliances,Microwave,4.2,Not as described. Disappointed with the quality.,rohan99@dubey-sunder.net,Arunachal Pradesh,"49/98, Mallick Circle
Saharsa 901738",2.8,Refrigerator,Air Conditioner,11
Pranay Devan,08700907851,Home Appliances,Refrigerator,3.6,Superb performance! Exceeded my expectations.,renee02@khurana.com,Karnataka,"05/01
Kakar Road
Pallavaram-774205",4.9,Microwave,Air Conditioner,32
Kabir Kota,9.10228E+11,Clothing,Jacket,2.4,Poor customer service. The product was damaged on arrival.,yakshit61@ghosh.org,Jharkhand,"H.No. 953, Halder Zila, Jorhat-337434",4.6,Jacket,Jacket,41
Hunar Upadhyay,9.14786E+11,Home Appliances,Air Conditioner,4,Average product. Expected better quality.,wwason@borah-sethi.info,Maharashtra,"H.No. 654
Thakkar Marg
Nashik 285883",1.9,Air Conditioner,Washing Machine,97
Himmat Virk,9.11102E+11,Sports,Badminton Racket,1.1,Poor customer service. The product was damaged on arrival.,advikbhalla@bora-solanki.biz,Himachal Pradesh,"56, Mani Circle, Pallavaram-996598",3.8,Badminton Racket,Yoga Mat,48
Sahil Wali,6352258266,Beauty,Perfume,2.2,Poor customer service. The product was damaged on arrival.,uthkarshsama@chauhan-saraf.com,Maharashtra,"779
Chopra Circle, Gandhidham 808068",2.9,Foundation,Foundation,79
Bhavin Salvi,9.12569E+11,Sports,Football,3.8,Poor customer service. The product was damaged on arrival.,chopraanaya@hotmail.com,Uttar Pradesh,"56, Ray Ganj
Bhiwani-178365",1.6,Cricket Bat,Cricket Bat,64
Kartik Sharma,9.18429E+11,Beauty,Foundation,1.4,"Works well, but could be improved in durability.",bailtejas@gmail.com,Meghalaya,"H.No. 61, Grover Ganj
Naihati 003819",1.6,Lipstick,Lipstick,14
Bhavin Seshadri,8762223360,Clothing,Jeans,3.4,Average product. Expected better quality.,inaaya-95@yahoo.com,Tripura,"H.No. 820, Kadakia Chowk
Satna 324319",4,Jacket,Saree,56
Ahana  Gour,04681462366,Home Appliances,Air Conditioner,4.2,Average product. Expected better quality.,kadakiahimmat@apte.com,Sikkim,"45, Atwal Zila, Anantapur 988173",3.7,Refrigerator,Microwave,17
Aarna Varty,5893838045,Beauty,Perfume,1.8,"Works well, but could be improved in durability.",romilkashyap@hans.com,Uttarakhand,"H.No. 87, Mahal Road, Vellore-196641",1.5,Foundation,Face Cream,68
