Name,Email,Number,Most Bought,Most Searched,Churning,Review of Product
Sophia,sophia902@outlook.com,+14610332939,Watch,Running shoes,Yes,Great value for money!
Emma,emma903@hotmail.com,+19529067116,Phone,Smartwatch,No,"Good quality, but delivery was slow."
Charlie,charlie904@gmail.com,+19188603890,Phone,Wireless headphones,Yes,Great value for money!
Liam,liam905@hotmail.com,+16275678204,Watch,Running shoes,Yes,"Good quality, but delivery was slow."
David,david906@yahoo.com,+14550432044,Phone,Gaming laptop,Yes,"Defective piece, had to return."
Sophia,sophia907@yahoo.com,+13376069676,Shoes,Best phone,No,Best purchase ever!
Sophia,sophia908@gmail.com,+17383882755,Shoes,Running shoes,No,"Defective piece, had to return."
Emma,emma909@hotmail.com,+12515449651,Watch,Running shoes,No,Best purchase ever!
Sophia,sophia910@gmail.com,+15700217046,Phone,Gaming laptop,Yes,Great value for money!
Noah,noah911@yahoo.com,+16978142402,Watch,Wireless headphones,No,"Good quality, but delivery was slow."
Liam,liam912@hotmail.com,+12441971250,Headphones,Wireless headphones,No,"Works perfectly, will buy again."
Alice,alice913@outlook.com,+17347468767,Bag,Best phone,Yes,Great value for money!
David,david914@hotmail.com,+14580791190,Phone,Wireless headphones,No,Best purchase ever!
Sophia,sophia915@hotmail.com,+17892883567,Phone,Gaming laptop,Yes,Not worth the price.
Sophia,sophia916@gmail.com,+12891562737,Shoes,Wireless headphones,No,"Works perfectly, will buy again."
Noah,noah917@hotmail.com,+18777957140,Phone,Running shoes,Yes,Great value for money!
Charlie,charlie918@yahoo.com,+14799495778,Laptop,Wireless headphones,Yes,"Works perfectly, will buy again."
Bob,bob919@outlook.com,+19724613588,Shoes,Wireless headphones,Yes,Great value for money!
David,david920@yahoo.com,+12027037054,Phone,Gaming laptop,No,"Average quality, expected better."
Bob,bob921@yahoo.com,+12130720773,Shoes,Smartwatch,Yes,"Good quality, but delivery was slow."
David,david922@outlook.com,+12257942678,Bag,Smartwatch,No,"Average quality, expected better."
Liam,liam923@outlook.com,+13406138043,Shoes,Running shoes,Yes,"Average quality, expected better."
David,david924@gmail.com,+12363488098,Phone,Best phone,No,"Good quality, but delivery was slow."
Alice,alice925@outlook.com,+13429615106,Bag,Gaming laptop,Yes,"Good quality, but delivery was slow."
Bob,bob926@gmail.com,+13260964343,Bag,Smartwatch,No,Great value for money!
Sophia,sophia927@yahoo.com,+16839544974,Headphones,Best phone,No,"Average quality, expected better."
Charlie,charlie928@hotmail.com,+17623227398,Phone,Best phone,Yes,"Average quality, expected better."
Bob,bob929@yahoo.com,+13327690861,Laptop,Best phone,No,"Excellent product, highly recommend!"
David,david930@gmail.com,+16731756154,Headphones,Best phone,No,"Works perfectly, will buy again."
Noah,noah931@outlook.com,+16589863885,Bag,Best phone,Yes,"Works perfectly, will buy again."
Sophia,sophia932@outlook.com,+18193138722,Headphones,Running shoes,No,Best purchase ever!
Sophia,sophia933@outlook.com,+17128815187,Phone,Best phone,No,"Works perfectly, will buy again."
Noah,noah934@gmail.com,+17906446534,Bag,Smartwatch,Yes,"Works perfectly, will buy again."
Emma,emma935@hotmail.com,+11591081096,Phone,Wireless headphones,No,Not worth the price.
Liam,liam936@hotmail.com,+11321304102,Laptop,Gaming laptop,Yes,Not worth the price.
Noah,noah937@yahoo.com,+15177800938,Laptop,Wireless headphones,No,"Good quality, but delivery was slow."
Sophia,sophia938@yahoo.com,+12850759791,Laptop,Smartwatch,Yes,"Excellent product, highly recommend!"
Alice,alice939@yahoo.com,+13599662310,Bag,Best phone,Yes,"Excellent product, highly recommend!"
Emma,emma940@yahoo.com,+16161133588,Bag,Gaming laptop,No,"Defective piece, had to return."
Alice,alice941@gmail.com,+19222830051,Headphones,Running shoes,Yes,"Good quality, but delivery was slow."
David,david942@hotmail.com,+19158344441,Shoes,Gaming laptop,Yes,"Good quality, but delivery was slow."
Noah,noah943@gmail.com,+17655335575,Headphones,Smartwatch,Yes,"Average quality, expected better."
David,david944@outlook.com,+13559087090,Watch,Smartwatch,No,"Excellent product, highly recommend!"
David,david945@hotmail.com,+16759644788,Bag,Gaming laptop,No,Great value for money!
David,david946@gmail.com,+19480298107,Phone,Best phone,No,Great value for money!
Emma,emma947@yahoo.com,+16856660720,Bag,Gaming laptop,Yes,"Average quality, expected better."
Charlie,charlie948@yahoo.com,+18258805573,Bag,Wireless headphones,No,Not worth the price.
Alice,alice949@hotmail.com,+13280323370,Bag,Best phone,No,"Good quality, but delivery was slow."
Sophia,sophia950@gmail.com,+17971089654,Shoes,Wireless headphones,No,"Average quality, expected better."
Alice,alice951@outlook.com,+15681109059,Phone,Smartwatch,Yes,"Defective piece, had to return."
Charlie,charlie952@yahoo.com,+12179622472,Bag,Smartwatch,No,"Excellent product, highly recommend!"
Liam,liam953@yahoo.com,+19018955812,Phone,Wireless headphones,Yes,Great value for money!
Noah,noah954@yahoo.com,+17425404318,Shoes,Best phone,No,"Works perfectly, will buy again."
Alice,alice955@hotmail.com,+17027676118,Headphones,Gaming laptop,No,"Defective piece, had to return."
David,david956@hotmail.com,+12404216317,Laptop,Wireless headphones,Yes,Best purchase ever!
Bob,bob957@gmail.com,+17523265960,Headphones,Running shoes,No,Not worth the price.
Noah,noah958@yahoo.com,+12005663067,Watch,Running shoes,Yes,"Excellent product, highly recommend!"
Alice,alice959@outlook.com,+18449293167,Watch,Running shoes,No,"Defective piece, had to return."
Sophia,sophia960@hotmail.com,+19242774352,Headphones,Running shoes,No,"Average quality, expected better."
David,david961@yahoo.com,+14878466268,Bag,Running shoes,Yes,"Defective piece, had to return."
Charlie,charlie962@hotmail.com,+18113782909,Laptop,Best phone,No,"Good quality, but delivery was slow."
David,david963@hotmail.com,+11113399986,Headphones,Smartwatch,Yes,Great value for money!
Sophia,sophia964@gmail.com,+18484957731,Bag,Gaming laptop,No,"Defective piece, had to return."
Bob,bob965@hotmail.com,+18457631289,Shoes,Smartwatch,Yes,"Defective piece, had to return."
Liam,liam966@gmail.com,+17429085631,Phone,Gaming laptop,Yes,"Good quality, but delivery was slow."
Sophia,sophia967@gmail.com,+17627197933,Watch,Wireless headphones,No,Best purchase ever!
Noah,noah968@gmail.com,+15312212956,Laptop,Best phone,Yes,"Works perfectly, will buy again."
Noah,noah969@gmail.com,+12943570372,Phone,Running shoes,No,"Defective piece, had to return."
Emma,emma970@yahoo.com,+16061947523,Watch,Best phone,Yes,"Average quality, expected better."
David,david971@yahoo.com,+18258157895,Watch,Smartwatch,Yes,Not worth the price.
Noah,noah972@yahoo.com,+17210155862,Phone,Gaming laptop,No,"Works perfectly, will buy again."
David,david973@yahoo.com,+18324667094,Headphones,Wireless headphones,No,"Works perfectly, will buy again."
Sophia,sophia974@gmail.com,+19559902996,Bag,Gaming laptop,Yes,Best purchase ever!
Emma,emma975@yahoo.com,+13660851665,Bag,Wireless headphones,Yes,"Excellent product, highly recommend!"
Alice,alice976@gmail.com,+12428372061,Phone,Best phone,No,"Good quality, but delivery was slow."
Emma,emma977@yahoo.com,+14363472466,Phone,Running shoes,No,"Works perfectly, will buy again."
Charlie,charlie978@hotmail.com,+15813722961,Headphones,Smartwatch,Yes,"Works perfectly, will buy again."
Liam,liam979@outlook.com,+18666110253,Laptop,Smartwatch,Yes,"Defective piece, had to return."
David,david980@gmail.com,+15580369355,Headphones,Wireless headphones,Yes,"Works perfectly, will buy again."
Liam,liam981@yahoo.com,+19173067983,Phone,Running shoes,No,Great value for money!
Charlie,charlie982@outlook.com,+17110075174,Laptop,Wireless headphones,No,"Excellent product, highly recommend!"
Emma,emma983@hotmail.com,+14588289836,Phone,Best phone,Yes,"Defective piece, had to return."
Alice,alice984@outlook.com,+16772497159,Laptop,Wireless headphones,No,Great value for money!
Charlie,charlie985@gmail.com,+18925445228,Shoes,Wireless headphones,Yes,"Good quality, but delivery was slow."
Sophia,sophia986@yahoo.com,+16610561998,Laptop,Smartwatch,Yes,"Average quality, expected better."
Liam,liam987@gmail.com,+17953638840,Watch,Best phone,No,Best purchase ever!
Alice,alice988@hotmail.com,+15701152988,Headphones,Gaming laptop,No,"Good quality, but delivery was slow."
Charlie,charlie989@outlook.com,+16603245106,Headphones,Wireless headphones,Yes,Not worth the price.
Sophia,sophia990@yahoo.com,+19285235814,Bag,Wireless headphones,Yes,"Defective piece, had to return."
Liam,liam991@gmail.com,+17848427416,Watch,Best phone,No,Not worth the price.
Sophia,sophia992@outlook.com,+14056048030,Bag,Gaming laptop,No,"Good quality, but delivery was slow."
Sophia,sophia993@gmail.com,+14343808082,Watch,Best phone,Yes,Not worth the price.
Noah,noah994@gmail.com,+15250358646,Shoes,Best phone,Yes,"Average quality, expected better."
Charlie,charlie995@hotmail.com,+19649205258,Bag,Best phone,Yes,"Excellent product, highly recommend!"
Charlie,charlie996@hotmail.com,+18076657384,Watch,Wireless headphones,Yes,"Works perfectly, will buy again."
Bob,bob997@gmail.com,+17313935122,Bag,Wireless headphones,Yes,Great value for money!
Charlie,charlie998@yahoo.com,+17460519803,Shoes,Gaming laptop,Yes,"Works perfectly, will buy again."
Emma,emma999@outlook.com,+11592894105,Laptop,Wireless headphones,No,"Excellent product, highly recommend!"
Charlie,charlie1000@gmail.com,+13900958702,Shoes,Gaming laptop,Yes,"Average quality, expected better."
